Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	F:\WOSP00101-DIA-DIANN\CAD20211212chenc_WOSP00101_DIA_60min_A549_rep1_1_Slot1-16_1_3182.d	F:\WOSP00101-DIA-DIANN\CAD20211212chenc_WOSP00101_DIA_60min_A549_rep1_2_Slot1-16_1_3183.d	F:\WOSP00101-DIA-DIANN\CAD20211212chenc_WOSP00101_DIA_60min_A549_rep1_3_Slot1-16_1_3184.d	F:\WOSP00101-DIA-DIANN\CAD20211212chenc_WOSP00101_DIA_60min_A549_rep1_4_Slot1-16_1_3185.d	F:\WOSP00101-DIA-DIANN\CAD20211212chenc_WOSP00101_DIA_60min_A549_rep2_1_Slot1-17_1_3187.d	F:\WOSP00101-DIA-DIANN\CAD20211212chenc_WOSP00101_DIA_60min_A549_rep2_2_Slot1-17_1_3188.d	F:\WOSP00101-DIA-DIANN\CAD20211212chenc_WOSP00101_DIA_60min_A549_rep2_3_Slot1-17_1_3189.d	F:\WOSP00101-DIA-DIANN\CAD20211212chenc_WOSP00101_DIA_60min_A549_rep2_4_Slot1-17_1_3190.d	F:\WOSP00101-DIA-DIANN\CAD20211212chenc_WOSP00101_DIA_60min_A549_rep3_1_Slot1-18_1_3192.d	F:\WOSP00101-DIA-DIANN\CAD20211212chenc_WOSP00101_DIA_60min_A549_rep3_2_Slot1-18_1_3193.d	F:\WOSP00101-DIA-DIANN\CAD20211212chenc_WOSP00101_DIA_60min_A549_rep3_3_Slot1-18_1_3194.d	F:\WOSP00101-DIA-DIANN\CAD20211212chenc_WOSP00101_DIA_60min_A549_rep3_4_Slot1-18_1_3195.d	F:\WOSP00101-DIA-DIANN\CAD20211212chenc_WOSP00101_DIA_60min_K562_rep1_1_Slot1-19_1_3197.d	F:\WOSP00101-DIA-DIANN\CAD20211212chenc_WOSP00101_DIA_60min_K562_rep1_2_Slot1-19_1_3198.d	F:\WOSP00101-DIA-DIANN\CAD20211212chenc_WOSP00101_DIA_60min_K562_rep1_3_Slot1-19_1_3199.d	F:\WOSP00101-DIA-DIANN\CAD20211212chenc_WOSP00101_DIA_60min_K562_rep1_4_Slot1-19_1_3200.d	F:\WOSP00101-DIA-DIANN\CAD20211212chenc_WOSP00101_DIA_60min_K562_rep2_1_Slot1-20_1_3202.d	F:\WOSP00101-DIA-DIANN\CAD20211212chenc_WOSP00101_DIA_60min_K562_rep2_2_Slot1-20_1_3203.d	F:\WOSP00101-DIA-DIANN\CAD20211212chenc_WOSP00101_DIA_60min_K562_rep2_3_Slot1-20_1_3204.d	F:\WOSP00101-DIA-DIANN\CAD20211212chenc_WOSP00101_DIA_60min_K562_rep2_4_Slot1-20_1_3205.d	F:\WOSP00101-DIA-DIANN\CAD20211212chenc_WOSP00101_DIA_60min_K562_rep3_1_Slot1-21_1_3207.d	F:\WOSP00101-DIA-DIANN\CAD20211212chenc_WOSP00101_DIA_60min_K562_rep3_2_Slot1-21_1_3208.d	F:\WOSP00101-DIA-DIANN\CAD20211212chenc_WOSP00101_DIA_60min_K562_rep3_3_Slot1-21_1_3209.d	F:\WOSP00101-DIA-DIANN\CAD20211212chenc_WOSP00101_DIA_60min_K562_rep3_4_Slot1-21_1_3210.d	F:\WOSP00101-DIA-DIANN\N20211212chenc_WOSP00101_DIA_60min_A549_rep1_1_Slot2-34_1_9883.d	F:\WOSP00101-DIA-DIANN\N20211212chenc_WOSP00101_DIA_60min_A549_rep1_2_Slot2-34_1_9884.d	F:\WOSP00101-DIA-DIANN\N20211212chenc_WOSP00101_DIA_60min_A549_rep1_3_Slot2-34_1_9885.d	F:\WOSP00101-DIA-DIANN\N20211212chenc_WOSP00101_DIA_60min_A549_rep1_4_Slot2-34_1_9886.d	F:\WOSP00101-DIA-DIANN\N20211212chenc_WOSP00101_DIA_60min_A549_rep2_1_Slot2-35_1_9888.d	F:\WOSP00101-DIA-DIANN\N20211212chenc_WOSP00101_DIA_60min_A549_rep2_2_Slot2-35_1_9889.d	F:\WOSP00101-DIA-DIANN\N20211212chenc_WOSP00101_DIA_60min_A549_rep2_3_Slot2-35_1_9890.d	F:\WOSP00101-DIA-DIANN\N20211212chenc_WOSP00101_DIA_60min_A549_rep2_4_Slot2-35_1_9891.d	F:\WOSP00101-DIA-DIANN\N20211212chenc_WOSP00101_DIA_60min_A549_rep3_1_Slot2-36_1_9893.d	F:\WOSP00101-DIA-DIANN\N20211212chenc_WOSP00101_DIA_60min_A549_rep3_2_Slot2-36_1_9894.d	F:\WOSP00101-DIA-DIANN\N20211212chenc_WOSP00101_DIA_60min_A549_rep3_3_Slot2-36_1_9895.d	F:\WOSP00101-DIA-DIANN\N20211212chenc_WOSP00101_DIA_60min_A549_rep3_4_Slot2-36_1_9896.d	F:\WOSP00101-DIA-DIANN\N20211212chenc_WOSP00101_DIA_60min_K562_rep1_1_Slot2-37_1_9898.d	F:\WOSP00101-DIA-DIANN\N20211212chenc_WOSP00101_DIA_60min_K562_rep1_2_Slot2-37_1_9899.d	F:\WOSP00101-DIA-DIANN\N20211212chenc_WOSP00101_DIA_60min_K562_rep1_3_Slot2-37_1_9900.d	F:\WOSP00101-DIA-DIANN\N20211212chenc_WOSP00101_DIA_60min_K562_rep1_4_Slot2-37_1_9901.d	F:\WOSP00101-DIA-DIANN\N20211212chenc_WOSP00101_DIA_60min_K562_rep2_1_Slot2-38_1_9903.d	F:\WOSP00101-DIA-DIANN\N20211212chenc_WOSP00101_DIA_60min_K562_rep2_2_Slot2-38_1_9904.d	F:\WOSP00101-DIA-DIANN\N20211212chenc_WOSP00101_DIA_60min_K562_rep2_3_Slot2-38_1_9905.d	F:\WOSP00101-DIA-DIANN\N20211212chenc_WOSP00101_DIA_60min_K562_rep2_4_Slot2-38_1_9906.d	F:\WOSP00101-DIA-DIANN\N20211212chenc_WOSP00101_DIA_60min_K562_rep3_1_Slot2-39_1_9908.d	F:\WOSP00101-DIA-DIANN\N20211212chenc_WOSP00101_DIA_60min_K562_rep3_2_Slot2-39_1_9909.d	F:\WOSP00101-DIA-DIANN\N20211212chenc_WOSP00101_DIA_60min_K562_rep3_3_Slot2-39_1_9910.d	F:\WOSP00101-DIA-DIANN\N20211212chenc_WOSP00101_DIA_60min_K562_rep3_4_Slot2-39_1_9911.d
P06133	O75310;P36537;P06133;P16662	UD2B4_HUMAN	UGT2B4	UDP-glucuronosyltransferase 2B4	32011.6	30361.6	27797.3	23777.4	26712.7	22214.9	24575.2	25839.7	25425.8	23186.2	25812	24350.9													24486.8	22842.3	26732.2	28306.9	20525.1	25229.7	26167.3	18352.4	22871.1	20840.3	22504.3	23153.5												
P06241	P06241	FYN_HUMAN	FYN	Tyrosine-protein kinase Fyn						4421.63							13064.6	13522.8	13183.9	13198.1	13211.4	13125.9	12122.9	13581.3	12725.3	13487.1	13174.1	13522.9													10905.1	10174.5	11179.5	10163.6	11232.4	10645.3	11115.6	10264.2	10028.6	11043.6	11695.5	10820.6
P06280	P06280	AGAL_HUMAN	GLA	Alpha-galactosidase A	61471.9	65096.7	61862.8	61898.3	62608.1	63116.3	64346.4	64378.3	60076.7	58779.7	61322.3	63463.1	49917.4	50934.6	49775.3	47759	47753.8	45824.2	45895.2	50521.1	46115.8	46057.8	46178.8	48019.8	58782.5	58452.8	59430.3	55159.7	57201.6	55007.3	55514.4	54641.2	54759.3	53320	54217.4	51251.4	44519.7	47005.8	46726.5	45150.8	45414.2	43182.5	40915.7	44067.1	43536.6	42041	41422.3	43929
P06396	P06396;CON_IPI00694255.1|TREMBL:Q3SX14	GELS_HUMAN	GSN	Gelsolin	85031.8	84620.1	81900.3	86786.8	83541.7	81524	83963.6	85212.3	84728.2	85660	86157.4	88157.4	96713.3	102008	100566	102090	97173.5	93881.3	94324.7	96146.7	103424	100764	105969	102839	86042.9	88991.3	87426.8	87787.7	85880	89388.2	88605.1	86089.4	85931.4	87991.4	81893.2	86509.3	101617	106124	112209	106011	104067	107417	101202	105169	106724	109998	110356	111799
P06400	P06400	RB_HUMAN	RB1	Retinoblastoma-associated protein	36168.2	36003.3	35949.6	37023.6	37125.7	35103.8	36649.5	36738.8	38652.3	35720.1	35792	34735.5	35394	37759.9	37555.6	36516.9	36562.5	37001.3	37877.5	36223.3	38250.2	39188.6	39966	39275.9	36944.1	36904.1	35205.3	35837.2	38106.4	36650	38309	37261.9	35080.7	34808	37798.2	36151.3	38675.1	38834.8	40147.8	39267.2	37716.9	39770.3	38750.2	38820.1	40313	38419.9	38738.4	39570.2
P06401	P06401	PRGR_HUMAN	PGR	Progesterone receptor	10880.2	12210	12928.7	14607.4	10232	11609	10993.7	11868.6	11177.4	11059.9	10884.1	10260.5	21330.8	19664.7		20886.4	19090.2	19061.2	20988.4	21170.4	21083.2	22031.2	20469.2		14302.5		12590.3			12882.2			15185.7	15274.9			21281.9									23748.7		
P06454	P06454	PTMA_HUMAN	PTMA	Prothymosin alpha	71125.4	69728.1	74016.8	68429.6	71430.3	78999.4	79427.8	79879.9	74836.8	94731	92591	88098.6	54471.9	66777.7	57221.6	56475.6	48347.4	48392.1	54655	52000.4	56763.8	75488	61198.6	74406	67180.9	68570.9	70698.8	72220.2	70159.9	70100	68854.9	75065.7	91150.1	82927.4	88907.3	96450.1	60293.8	70802.5	57528.6	57128.8	54951.9	52246.4	58076.4	57171	59974.8	62103.7	55561.3	63583.1
P06493	P06493	CDK1_HUMAN	CDK1	Cyclin-dependent kinase 1	261368	276379	271351	270976	272055	272549	279974	274482	263695	262223	261462	254647	524902	526017	516798	511381	494799	476561	479716	485002	507176	531072	519220	532290	302995	308198	296408	302076	306102	299809	304602	302113	293379	284477	286616	288134	577255	589932	589790	584860	605421	588259	585142	575688	599997	590351	592231	605821
P06576	P06576	ATPB_HUMAN	ATP5F1B	ATP synthase subunit beta, mitochondrial	1.10679e+06	1.09241e+06	1.11306e+06	1.0891e+06	1.07058e+06	1.05955e+06	1.10305e+06	1.10925e+06	1.15286e+06	1.1087e+06	1.12117e+06	1.13541e+06	1.31553e+06	1.37486e+06	1.34598e+06	1.3586e+06	1.37823e+06	1.45828e+06	1.39268e+06	1.38977e+06	1.33356e+06	1.28494e+06	1.33302e+06	1.33708e+06	1.17347e+06	1.20353e+06	1.19874e+06	1.20185e+06	1.15907e+06	1.17504e+06	1.19767e+06	1.153e+06	1.19054e+06	1.19094e+06	1.22817e+06	1.21158e+06	1.34918e+06	1.35322e+06	1.30482e+06	1.31438e+06	1.32661e+06	1.33042e+06	1.34608e+06	1.32977e+06	1.27472e+06	1.27813e+06	1.25279e+06	1.28473e+06
P06702	P06702	S10A9_HUMAN	S100A9	Protein S100-A9	3664.78		4039.26	2181.52			5091.31		7552.96	6099.63	7618.8	6554.36													4414.85	3518.49	2759.77	3632.27	3165.48		1839.1	2237.27	6458.72	7076.59	6247.37	6959.56	1822.3							2990.39				
P06703	P06703	S10A6_HUMAN	S100A6	Protein S100-A6	1.08957e+06	1.09666e+06	1.07784e+06	1.1001e+06	889396	894021	922257	886706	933025	993370	1.02271e+06	976452	31215.9	39890.2	41540.6	38564.5	50459.4	33422.4	36973.4	36320.8	36897.4	43856.9	42250.5	43683.1	1.26031e+06	1.19526e+06	1.22741e+06	1.25381e+06	1.23219e+06	1.21529e+06	1.18177e+06	1.07938e+06	1.4479e+06	1.24014e+06	1.31043e+06	1.43985e+06	35395.7	33238.6	39250	37143.8	25574.8	30193	29961.2	33774.9	41924.2	35673.4	36755.3	40527.4
P06730	P06730	IF4E_HUMAN	EIF4E	Eukaryotic translation initiation factor 4E	168121	155861	152532	159095	153011	149210	147518	149225	167436	143518	144724	141930	179551	171468	175829	180506	171749	186496	175687	180953	182724	166314	171807	164982	177781	180863	180602	179290	171745	167515	170007	168388	162316	176635	177903	173003	177112	167904	174781	163744	160913	168371	168382	165628	164306	171834	166771	167182
P06733	P06733	ENOA_HUMAN	ENO1	Alpha-enolase	4.97535e+06	4.75508e+06	4.87427e+06	4.96941e+06	5.14697e+06	5.08579e+06	5.02769e+06	5.0695e+06	5.07538e+06	5.15691e+06	5.0412e+06	5.03636e+06	3.6767e+06	3.92187e+06	3.8277e+06	3.75824e+06	3.5876e+06	3.94143e+06	3.85651e+06	3.80094e+06	3.6506e+06	3.8408e+06	3.58819e+06	3.60775e+06	5.04717e+06	5.15359e+06	4.9588e+06	5.16041e+06	5.17662e+06	5.01933e+06	5.14865e+06	5.08828e+06	5.31217e+06	4.9495e+06	5.00341e+06	5.11256e+06	4.13254e+06	4.13682e+06	4.07802e+06	3.9566e+06	3.80801e+06	3.81014e+06	3.74455e+06	3.80144e+06	3.84807e+06	3.84203e+06	3.8e+06	3.80884e+06
P06737	P06737	PYGL_HUMAN	PYGL	Glycogen phosphorylase, liver form	118639	117128	120724	119004	118168	117666	118282	118590	114748	116386	118057	119710	43015.7	42900	44510.6	42755.4	41957.7	42070.2	40924	41272.1	40567.4	42605.6	42254	41557.7	117150	120838	119206	120873	117890	120656	121303	119808	118648	119430	118846	117186	42087.3	40687.2	41886.4	40558.6	41162.6	40272	41090.7	40244.6	40221.8	42058.6	42651	42553.1
P06744	P06744	G6PI_HUMAN	GPI	Glucose-6-phosphate isomerase	1.48753e+06	1.53766e+06	1.60149e+06	1.55455e+06	1.47507e+06	1.51433e+06	1.53294e+06	1.52373e+06	1.42848e+06	1.44781e+06	1.49602e+06	1.51594e+06	821049	821962	804728	815463	823608	813278	846684	790206	860281	855277	840656	858939	1.49886e+06	1.55059e+06	1.53392e+06	1.49417e+06	1.48988e+06	1.49942e+06	1.50056e+06	1.53621e+06	1.49402e+06	1.50457e+06	1.46354e+06	1.4665e+06	829053	824141	825194	820393	825230	818292	832829	800104	849057	868596	852981	849138
P06746	P06746	DPOLB_HUMAN	POLB	DNA polymerase beta	15076.3	13781.1	13830.8	13441.8	11471.3	14636.7	14783	10812.2	14535.3	12073.6	14938.6	11892.7	31448.5	29741.4	30539.1	29034.4	32148.5	29966.5	30730.9	31698.9	32552.8	31179.3	31360.6	31158.4	9997.99	10843.5	9389.51	10557.8	9736.74	9628.61	10444.5	10542.8	9456.44	10230	9698.96	11583.6	26737.9	29166	30107.9	28419.9	28114.8	28075	28714.2	27272.3	28598.1	27587.7	28943.1	28708.2
P06748	P06748	NPM_HUMAN	NPM1	Nucleophosmin	833053	817648	812882	833105	875327	850450	806409	791662	895653	842897	876711	841364	812947	835383	813021	817539	877053	889944	932782	973410	866536	780764	782900	817194	791898	791718	828405	791684	769480	801396	829727	795789	790179	838306	824530	797243	870971	830047	857037	835604	908315	868709	905093	891448	827224	867541	826600	802931
P06753	P06753	TPM3_HUMAN	TPM3	Tropomyosin alpha-3 chain	730298	744930	710963	761727	741759	711210	765911	710131	784876	821717	756060	734798	635916	560425	534834	557540	649008	753461	650523	746285	533381	523613	506328	535591	604078	588361	590016	590018	576131	584635	571491	585978	645111	583332	595405	639461	655722	529825	663192	599470	637358	583462	533376	543456	478583	451851	438993	461587
P06756	P06756	ITAV_HUMAN	ITGAV	Integrin alpha-V	190139	189751	187478	188739	184457	188754	185416	181770	178952	183020	181278	186688	26860.9	27366.2	28933.3	29736.6	28679.8	31554.7	32499.7	31575.4	27734.5	29602.5	30129.5	28381.1	193487	195061	199884	198007	196020	195697	196003	191315	190193	190669	191931	194973	28799.1	29574.9	29030.4	27628.5	31085.7	31947.6	32679.7	33306.9	29126.5	29158.8	28639.2	28286.6
P06865	P06865	HEXA_HUMAN	HEXA	Beta-hexosaminidase subunit alpha	69085.6	67578	67738.4	69350.7	69723.8	68774.6	69707.8	70040.2	58501.4	61978.8	62187.3	67290.7	133305	133120	133039	135125	126034	113885	127821	125273	125397	124907	128307	125295	63370.5	59893.7	59331.3	57782.5	56443	59149.6	59633.1	58702.1	57778.1	57180.5	55410.5	56052.8	110757	109143	109842	111438	92404.1	99598	89074	92404.9	96096.5	94930.3	89614.8	84232.7
P07093	P07093	GDN_HUMAN	SERPINE2	Glia-derived nexin	3966.15	4582.43	4159.63	4430.52	6354.03	4671.9	4095.54	6212.22	6113.5	5011.27	5788.89	6939.19													5895.9	5287.06	5278.05	6030.98	4739.6	5855.68	5531.33	6111.89	5045.18	5425.87	5106.04	5405.33												
P07099	P07099	HYEP_HUMAN	EPHX1	Epoxide hydrolase 1	427899	434457	451670	448571	408446	429373	429974	420363	402521	417822	415382	409997	87780.7	89485.7	87315.9	92123.5	79445	84943	81200.3	77275.9	81706.2	85361.1	82961.8	84307.6	408928	418887	397338	401961	385992	386134	385362	395792	405044	377168	400645	411240	101916	100464	102286	100463	92242	105313	100855	94093.7	98983.1	99879.7	93460.4	95074.1
P07108	P07108	ACBP_HUMAN	DBI	Acyl-CoA-binding protein	529375	525056	511452	501762	529099	531370	536983	552391	546049	544188	547547	563915	154772	152763	147269	154304	149876	164399	170961	158629	147516	153586	151117	145247	588151	566456	572493	555372	572640	594004	579760	589655	558644	537411	559935	529461	169158	171351	180760	179664	201788	190611	202121	199161	192646	188135	176988	185029
P07195	P07195	LDHB_HUMAN	LDHB	L-lactate dehydrogenase B chain	4.43288e+06	4.5028e+06	4.44885e+06	4.41005e+06	4.15379e+06	4.27327e+06	4.32142e+06	4.36477e+06	4.20482e+06	4.51019e+06	4.451e+06	4.59116e+06	3.07399e+06	2.8454e+06	2.94887e+06	2.95699e+06	2.74573e+06	2.87042e+06	3.045e+06	2.9394e+06	2.86795e+06	2.94976e+06	2.82823e+06	3.00636e+06	4.37182e+06	4.40239e+06	4.39538e+06	4.50104e+06	4.20339e+06	4.35828e+06	4.36656e+06	4.34253e+06	4.40282e+06	4.2794e+06	4.14634e+06	4.23198e+06	2.9498e+06	2.97715e+06	2.89009e+06	3.00553e+06	2.93427e+06	2.89607e+06	2.93008e+06	2.77665e+06	2.96322e+06	2.97266e+06	2.81104e+06	2.89071e+06
P07196	P07196	NFL_HUMAN	NEFL	Neurofilament light polypeptide	3194.08	4799.55	4686.74	3244.52	2566.88	3589.04	2666.2	3868.83	3148.51	5068.95	3978.9	2880.75													4213.39	4412.86	4265.68	4347.75	4820.59	3579.58	3656.98	4311.46	3348.31	3583.7	3510.12	4081.04												
P07199	P07199	CENPB_HUMAN	CENPB	Major centromere autoantigen B	20895.6	21521.8	20942	20812.6	19823.3	20805.3	21319.7	20775	20690.1	20970.7	20182.1	20184.1	14558.7	14236.9	14363.9	14293.1	14735.2	13366.3	13664.9	14011.5	16600.7	14666.7	14682	15972.7	19422.9	19722.4	19520.3	19259.6	21324.5	18893.2	19493.3	19377	19890.8	20406	19498.3	19361	13607.3	12697.6	12941.2	13392.6	11653.4	13509	12981.9	13190.5	15000.3	13621.9	13506.4	13411.7
P07203	P07203	GPX1_HUMAN	GPX1	Glutathione peroxidase 1	74596.5	76196.1	74936.8	73938.9	73795.4	70959.6	71343.4	71110	73122.4	73307.3	72237.7	75795.8													66235.6	67546.1	64930.9	65712.4	69353.9	65083.7	69662.3	70574.6	67418.3	65433.2	68519.6	66953.3						7299.49						
P07204	P07204	TRBM_HUMAN	THBD	Thrombomodulin	6392.13	6276.26	6263.19	6505.72	6643.78	5579.27	6049.76	5044.6	6800.21	6577.35	6862.13	5370.35													6993.3	6571.93	7650.06	6791.94	6708.81	6400.44	6576.64	6652.4	6623.65	6880.94	7113.71	6722.33												
P07205	P07205	PGK2_HUMAN	PGK2	Phosphoglycerate kinase 2	26014.5	26253.4	24739.5	26109.3	25298.1	27271.3	24157.9	25973.5	18807.8	18926.6	18950.4	17124.2	52092.3	47155.6	49244.9	53977.1	51700.7	47974.1	58371.5	57445.4	41437.6	42853.5	40566.9	40443.3	16660.2	13786.8	14720.6	18055.5	19545.5	19490.2	17733.1	18986.3	10266.5	12855.8	14968.7	13831.2	36996.2	39071.9	38757.5	41624.5	39358.5	40395.9	34943.9	39396.6	29097.8	33228.4	30454	30144.4
P07225	P07225	PROS_HUMAN	PROS1	Vitamin K-dependent protein S	4962.57		3870.17							4760.99			42724.3	45348.2	44687.2	44910.8	42984.1	42998.3	40098.5	40004.5	42597.5	45264.7	43289.2	43572.3		36245.3					11016.1	9606.06			17383.5	14934.3	48382.8	47078.2	48705.9	48258.4	50555.5	46295.8	45542.3	44650.1	48797.3	46781.9	49391.8	47226.5
P07237	P07237	PDIA1_HUMAN	P4HB	Protein disulfide-isomerase	1.00274e+06	1.0005e+06	985590	1.02964e+06	950434	990585	1.038e+06	1.00741e+06	1.04745e+06	1.00406e+06	1.00962e+06	1.01397e+06	685770	689254	684650	679585	688614	743957	697612	716764	653524	650223	639084	659543	1.13099e+06	1.13302e+06	1.10366e+06	1.09814e+06	1.09705e+06	1.1224e+06	1.1107e+06	1.1033e+06	1.1059e+06	1.12828e+06	1.15405e+06	1.1742e+06	757048	763016	760120	765002	773697	783342	771571	796300	739219	741108	749054	749078
P07311	P07311	ACYP1_HUMAN	ACYP1	Acylphosphatase-1	56516	59234.4	58351.9	54345.7	57736.3	55363.8	57855.6	61150.7	53034.7	59211.3	60594.8	56268	128458	124657	128978	131013	128099	121693	121991	118023	117773	119465	117462	122103	57504.3	57297	56506.5	55776.3	59194.1	56449.2	59184.6	59399.2	60349	60867.5	58479.1	60536.3	131526	130409	129528	136273	134990	133984	128113	129175	114450	124734	117210	118555
P07315;P07316	P07316;P11844;P07315	CRGB_HUMAN;CRGC_HUMAN	CRYGB;CRYGC	Gamma-crystallin C	32463.5	34631.2	31280.7	33966.6	24497	26942.4	26117.5	26344.8	33808.8	23692.4	26598.3	28702	14151	15177.6	14896.1	14116.4	16960.1	18238	14512.7	14507.4	10962.8	11507.3	11753.2	11847.7																					14306.3			
P07339	P07339	CATD_HUMAN	CTSD	Cathepsin D	568058	595486	562044	585114	546816	558320	565972	568433	589594	581085	589172	596025	496030	495394	499792	507978	512209	525208	501024	500291	462206	480167	482916	492966	505608	533257	518127	529428	505016	516072	518959	503424	546289	549879	563481	570421	464487	470772	457988	481381	475668	488089	474572	487384	467729	466913	465423	450867
P07355	P07355;A6NMY6	ANXA2_HUMAN	ANXA2	Annexin A2	4.8488e+06	4.63948e+06	4.82456e+06	4.916e+06	4.86411e+06	4.89141e+06	4.78702e+06	4.75899e+06	4.8857e+06	4.75425e+06	4.96833e+06	4.90471e+06	846486	798525	852878	860010	813324	794938	787545	806092	820613	785118	821299	812377	4.5013e+06	4.60019e+06	4.54256e+06	4.57895e+06	4.34921e+06	4.38838e+06	4.50317e+06	4.56358e+06	4.47592e+06	4.53286e+06	4.63845e+06	4.61606e+06	823385	797098	797649	797276	808652	774072	806354	764168	735377	799703	776010	770706
P07358	P07358	CO8B_HUMAN	C8B	Complement component C8 beta chain													9743.09	10966.9	9631.13	9930.91	15126.3	9000.8	13112.9	10445.8	11625.6	11086.6	11282.8	11784.9													9825.33	10860.3	9185.46	9383.9	11290.6	10579.7	10742.2	8222.6	9992.67	10966.8	10017.1	9952.64
P07384	P07384	CAN1_HUMAN	CAPN1	Calpain-1 catalytic subunit	202065	202553	199066	204365	194462	202888	202171	202584	191158	192531	195337	198388	214711	202563	206531	207796	201156	200444	201464	202500	210672	212052	209868	211100	203473	201165	198546	201100	205807	202112	200827	207911	204349	197418	200079	200389	224314	217149	221369	220510	215822	211804	212128	207324	216897	216188	208432	211281
P07437	P07437	TBB5_HUMAN	TUBB	Tubulin beta chain	2.12394e+06	2.05636e+06	2.10744e+06	2.00862e+06	2.27369e+06	2.1949e+06	2.12868e+06	2.02062e+06	2.41603e+06	2.19889e+06	2.2468e+06	2.13733e+06	2.74809e+06	2.57317e+06	2.58113e+06	2.40613e+06	2.6303e+06	2.81277e+06	2.51413e+06	2.44283e+06	2.45768e+06	2.51647e+06	2.397e+06	2.34412e+06	2.12327e+06	2.11065e+06	2.08567e+06	2.2108e+06	2.16308e+06	2.28269e+06	2.19609e+06	2.08441e+06	2.13323e+06	2.20091e+06	2.04917e+06	2.15682e+06	2.47718e+06	2.33706e+06	2.25223e+06	2.39735e+06	2.38977e+06	2.41097e+06	2.3772e+06	2.36631e+06	2.30044e+06	2.20429e+06	2.37418e+06	2.20077e+06
P07451	P07451	CAH3_HUMAN	CA3	Carbonic anhydrase 3	103661	107228	102778	103265	111709	97423.5	103493	112501	116429	119566	127324	124705	18930.8	18611.3	15172.4	16863.6	16257.1	16984.6	17093.8	16986.6	17157.8	17509.3	16171.9	18817.3	95316.2	85011.1	89322.9	85936.7	92910.2	88233	88748.7	88750.1	97385.5	86300.7	88604.2	92922.9	13392.1	13139.5	11977.9	13109	13729.7	12257.8	12943	12523.9	12484	12947.1	12943.6	12708.4
P07602	P07602	SAP_HUMAN	PSAP	Prosaposin	433256	440384	447645	457780	445976	434231	453768	438406	436843	464136	467519	466026	739838	720300	700819	694185	686833	710472	747437	712992	644758	684966	674121	679242	440882	427578	454656	446760	439798	438415	438493	432004	496597	458998	512767	482051	769063	734079	722016	739504	741758	722750	707050	707619	660320	681977	656535	685614
P07686	P07686	HEXB_HUMAN	HEXB	Beta-hexosaminidase subunit beta	134141	134063	137236	138657	142513	131379	137256	135324	131449	128020	128081	124270	295211	296138	287136	295104	312691	318084	315347	310784	296637	291209	295031	290725	137218	142660	140508	138763	132869	139134	136236	138143	136668	130716	118942	127399	313843	311244	309983	305407	312070	325260	316378	306008	301982	304918	297731	293515
P07711	P07711	CATL1_HUMAN	CTSL	Cathepsin L1	61912.8	62646.9	59771.9	65172.3	61651.1	61793.4	60100.5	62531.4	62506.4	58851.3	58914.1	61041.4	23323.1	26897.3	26258.1	23000.4	30733.3	25478.2	27613.7	26374	25189.5	22593.4	25857.2	22406.6	63644.6	63265.4	66839	64208.7	63745.6	68320.2	64241.3	67294.8	59885.3	62790.7	68458.5	63431	28125.3	28029.1	25922.5	25814.8	24617.2	23821	26221.7	27982.8	24058.5	24995	21783.7	24819.8
P07737	P07737	PROF1_HUMAN	PFN1	Profilin-1	5.77654e+06	6.04656e+06	5.97096e+06	5.69637e+06	5.12212e+06	5.43524e+06	5.36574e+06	5.24235e+06	5.54874e+06	5.71521e+06	5.6294e+06	5.86777e+06	2.80673e+06	2.64944e+06	2.7131e+06	2.64233e+06	3.13916e+06	3.20718e+06	2.79241e+06	2.92595e+06	2.64145e+06	2.42484e+06	2.45429e+06	2.533e+06	5.39077e+06	5.53168e+06	5.53042e+06	5.45255e+06	5.12216e+06	5.27018e+06	5.31726e+06	5.12e+06	5.80371e+06	5.57489e+06	5.76473e+06	5.75924e+06	2.9076e+06	2.81476e+06	2.79438e+06	2.65476e+06	2.78588e+06	2.7462e+06	2.73361e+06	2.82398e+06	2.57482e+06	2.49262e+06	2.57131e+06	2.55821e+06
P07738	P07738	PMGE_HUMAN	BPGM	Bisphosphoglycerate mutase	31056.6	28953.4	32248.3	29726.6	28473.2	28414	29328.6	27703.3	28638.9	29047.5	28006.7	27620.8	43827	49842.4	47966.7	49157.1	50786.8	53632.1	50062.3	54112.1	47666.1	44805.7	46285.6	46627.5	28614.4	31103.2	28990.2	27894.5	30997.7	28619.7	26954.6	27855.1	31517.4	30048.2	29063.4	29713	53592.6	52850.8	51901.7	52554.9	51606.3	52951.9	50028	51165.7	46906.5	47607.5	46194.8	47463.8
